Invoice No,Customer ID,Invoice Date,Due Date,Invoice Amount,Amount Paid,Outstanding Amount
INV00283,CUST114,2023-07-17 00:00:00,2023-08-31 00:00:00,16713.55,8356.78,8356.77
INV00284,CUST109,2024-04-29 00:00:00,2024-06-13 00:00:00,2381.67,595.42,1786.25
INV00285,CUST005,2025-12-18 00:00:00,2026-02-16 00:00:00,9189.32,0,9189.32
INV00286,CUST119,2025-04-16 00:00:00,2025-05-31 00:00:00,13991.25,13991.25,0
INV00287,CUST120,2025-10-05 00:00:00,2025-12-04 00:00:00,10378.59,10378.59,0
INV00288,CUST033,2024-11-21 00:00:00,2024-12-21 00:00:00,20924.28,5231.07,15693.21
INV00289,CUST118,2025-11-01 00:00:00,2025-12-16 00:00:00,20459.44,10229.72,10229.72
INV00290,CUST065,2024-05-04 00:00:00,2024-06-03 00:00:00,15489.86,0,15489.86
INV00291,CUST018,2023-10-03 00:00:00,2023-11-17 00:00:00,9649.72,4824.86,4824.86
INV00292,CUST096,2024-11-23 00:00:00,2024-12-23 00:00:00,6755.74,3377.87,3377.87
INV00293,CUST111,2023-08-30 00:00:00,2023-10-14 00:00:00,3093.92,1546.96,1546.96
INV00294,CUST049,2023-05-06 00:00:00,2023-06-20 00:00:00,9194.99,9194.99,0
INV00295,CUST011,2023-08-05 00:00:00,2023-09-19 00:00:00,10622.73,5311.36,5311.37
INV00296,CUST085,2025-11-28 00:00:00,2026-01-12 00:00:00,17057.66,4264.42,12793.24
INV00297,CUST026,2024-05-09 00:00:00,2024-06-23 00:00:00,16624.92,12468.69,4156.23
INV00298,CUST063,2024-03-02 00:00:00,2024-04-16 00:00:00,2217.65,0,2217.65
INV00299,CUST089,2025-07-07 00:00:00,2025-08-21 00:00:00,10183.85,2545.96,7637.89
INV00300,CUST086,2023-05-31 00:00:00,2023-07-15 00:00:00,4953.58,0,4953.58
INV00301,CUST059,2024-01-19 00:00:00,2024-03-04 00:00:00,4341.91,1085.48,3256.43
INV00302,CUST027,2023-11-04 00:00:00,2023-12-04 00:00:00,20768.9,15576.68,5192.22
INV00303,CUST049,2025-01-15 00:00:00,2025-03-16 00:00:00,1526.92,381.73,1145.19
INV00304,CUST077,2025-06-10 00:00:00,2025-07-25 00:00:00,10769.98,8077.48,2692.5
INV00305,CUST033,2024-01-10 00:00:00,2024-03-10 00:00:00,4620.99,2310.5,2310.49
INV00306,CUST098,2025-10-28 00:00:00,2025-12-12 00:00:00,22043.59,0,22043.59
INV00307,CUST105,2023-05-09 00:00:00,2023-06-23 00:00:00,14147.49,14147.49,0
INV00308,CUST099,2025-10-11 00:00:00,2025-11-10 00:00:00,6168.83,0,6168.83
INV00309,CUST001,2024-10-30 00:00:00,2024-11-29 00:00:00,12809.47,0,12809.47
INV00310,CUST021,2024-05-31 00:00:00,2024-07-30 00:00:00,18421.42,9210.71,9210.71
INV00311,CUST112,2023-03-27 00:00:00,2023-04-26 00:00:00,23973.89,0,23973.89
INV00312,CUST055,2023-11-07 00:00:00,2023-12-07 00:00:00,5900.93,0,5900.93
INV00313,CUST006,2024-03-02 00:00:00,2024-05-01 00:00:00,22211.45,11105.72,11105.73
INV00314,CUST092,2023-04-24 00:00:00,2023-05-24 00:00:00,23390.45,11695.22,11695.23
INV00315,CUST081,2023-10-30 00:00:00,2023-12-14 00:00:00,22952.3,5738.08,17214.22
INV00316,CUST069,2025-01-13 00:00:00,2025-03-14 00:00:00,16067.65,16067.65,0
INV00317,CUST095,2024-08-10 00:00:00,2024-10-09 00:00:00,15930.61,7965.3,7965.31
INV00318,CUST005,2025-09-13 00:00:00,2025-10-28 00:00:00,10378.66,10378.66,0
INV00319,CUST102,2023-12-11 00:00:00,2024-01-10 00:00:00,18933.75,0,18933.75
INV00320,CUST003,2025-03-24 00:00:00,2025-05-23 00:00:00,13516.7,6758.35,6758.35
INV00321,CUST053,2025-03-11 00:00:00,2025-05-10 00:00:00,17097.23,17097.23,0
INV00322,CUST023,2025-10-21 00:00:00,2025-12-05 00:00:00,10997.22,5498.61,5498.61
INV00323,CUST101,2025-12-12 00:00:00,2026-01-26 00:00:00,18421.66,13816.24,4605.42
INV00324,CUST053,2025-12-28 00:00:00,2026-01-27 00:00:00,20699.55,5174.89,15524.66
INV00325,CUST037,2023-12-27 00:00:00,2024-02-25 00:00:00,4087.69,0,4087.69
INV00326,CUST074,2025-10-06 00:00:00,2025-11-05 00:00:00,20906.78,5226.7,15680.08
INV00327,CUST074,2024-12-04 00:00:00,2025-01-03 00:00:00,13737.27,3434.32,10302.95
INV00328,CUST083,2024-07-28 00:00:00,2024-09-11 00:00:00,21194.31,21194.31,0
INV00329,CUST017,2024-11-18 00:00:00,2025-01-17 00:00:00,11066.89,0,11066.89
INV00330,CUST085,2025-02-19 00:00:00,2025-04-20 00:00:00,9786.49,9786.49,0
INV00331,CUST078,2024-08-07 00:00:00,2024-10-06 00:00:00,22918.99,22918.99,0
INV00332,CUST073,2024-08-11 00:00:00,2024-09-25 00:00:00,6653.65,0,6653.65
INV00333,CUST110,2024-05-03 00:00:00,2024-06-17 00:00:00,21183.2,0,21183.2
INV00334,CUST001,2025-08-28 00:00:00,2025-10-12 00:00:00,12358.5,12358.5,0
INV00335,CUST051,2024-05-08 00:00:00,2024-06-22 00:00:00,13095.34,13095.34,0
INV00336,CUST045,2023-01-19 00:00:00,2023-03-05 00:00:00,8057.47,2014.37,6043.1
INV00337,CUST077,2024-02-01 00:00:00,2024-04-01 00:00:00,14539.53,0,14539.53
INV00338,CUST004,2025-09-27 00:00:00,2025-10-27 00:00:00,8467.67,4233.84,4233.83
INV00339,CUST062,2025-04-30 00:00:00,2025-06-29 00:00:00,1462.1,731.05,731.05
INV00340,CUST065,2025-04-01 00:00:00,2025-05-01 00:00:00,7163.97,0,7163.97
INV00341,CUST113,2024-03-30 00:00:00,2024-05-14 00:00:00,656.29,492.22,164.07
INV00342,CUST104,2024-12-25 00:00:00,2025-01-24 00:00:00,24469.69,0,24469.69
INV00343,CUST032,2025-12-24 00:00:00,2026-02-22 00:00:00,24160.81,0,24160.81
INV00344,CUST034,2024-12-11 00:00:00,2025-02-09 00:00:00,10181.3,2545.32,7635.98
INV00345,CUST092,2023-05-23 00:00:00,2023-06-22 00:00:00,18345.09,4586.27,13758.82
INV00346,CUST095,2025-07-05 00:00:00,2025-08-19 00:00:00,8972.25,0,8972.25
INV00347,CUST072,2025-04-07 00:00:00,2025-05-22 00:00:00,16941.78,4235.44,12706.34
INV00348,CUST039,2024-08-27 00:00:00,2024-10-26 00:00:00,20233.04,0,20233.04
INV00349,CUST026,2023-11-01 00:00:00,2023-12-01 00:00:00,23695.53,0,23695.53
INV00350,CUST034,2025-01-05 00:00:00,2025-02-19 00:00:00,10305.2,0,10305.2
INV00351,CUST054,2023-10-18 00:00:00,2023-12-02 00:00:00,19690.8,19690.8,0
INV00352,CUST118,2023-04-12 00:00:00,2023-06-11 00:00:00,7015.25,1753.81,5261.44
INV00353,CUST003,2025-05-16 00:00:00,2025-06-30 00:00:00,24763.14,6190.78,18572.36
INV00354,CUST050,2025-08-25 00:00:00,2025-09-24 00:00:00,1131.36,565.68,565.68
INV00355,CUST012,2025-08-31 00:00:00,2025-10-30 00:00:00,15286.46,15286.46,0
INV00356,CUST065,2025-04-21 00:00:00,2025-06-20 00:00:00,16657.9,0,16657.9
INV00357,CUST054,2025-08-19 00:00:00,2025-09-18 00:00:00,17357.12,8678.56,8678.56
INV00358,CUST108,2025-07-30 00:00:00,2025-09-28 00:00:00,3449.5,2587.12,862.38
INV00359,CUST005,2025-10-23 00:00:00,2025-12-07 00:00:00,23493.98,11746.99,11746.99
INV00360,CUST094,2023-03-26 00:00:00,2023-05-10 00:00:00,4938.99,0,4938.99
INV00361,CUST094,2023-11-24 00:00:00,2023-12-24 00:00:00,15757.46,7878.73,7878.73
INV00362,CUST057,2025-03-26 00:00:00,2025-05-10 00:00:00,5955.56,0,5955.56
INV00363,CUST017,2024-03-29 00:00:00,2024-04-28 00:00:00,8026.8,4013.4,4013.4
INV00364,CUST112,2024-09-20 00:00:00,2024-10-20 00:00:00,13888.23,10416.17,3472.06
INV00365,CUST047,2024-10-26 00:00:00,2024-12-10 00:00:00,10721.24,0,10721.24
INV00366,CUST023,2023-01-12 00:00:00,2023-02-11 00:00:00,4425.53,4425.53,0
INV00367,CUST079,2023-10-31 00:00:00,2023-12-15 00:00:00,4687.94,0,4687.94
INV00368,CUST101,2025-09-01 00:00:00,2025-10-31 00:00:00,10744.55,10744.55,0
INV00369,CUST085,2025-02-21 00:00:00,2025-04-22 00:00:00,19053.43,4763.36,14290.07
INV00370,CUST014,2023-02-12 00:00:00,2023-03-14 00:00:00,22500.13,0,22500.13
INV00371,CUST066,2025-08-01 00:00:00,2025-09-15 00:00:00,2561.13,0,2561.13
INV00372,CUST075,2023-12-09 00:00:00,2024-01-23 00:00:00,10131.05,10131.05,0
INV00373,CUST051,2024-05-12 00:00:00,2024-07-11 00:00:00,2956.02,0,2956.02
INV00374,CUST103,2023-12-30 00:00:00,2024-02-28 00:00:00,906.52,0,906.52
INV00375,CUST038,2025-06-09 00:00:00,2025-07-24 00:00:00,16712.11,0,16712.11
INV00376,CUST064,2024-03-02 00:00:00,2024-04-01 00:00:00,15260.01,7630,7630.01
INV00377,CUST098,2025-10-01 00:00:00,2025-11-30 00:00:00,4493.97,2246.98,2246.99
INV00378,CUST038,2023-01-21 00:00:00,2023-02-20 00:00:00,6228.41,0,6228.41
INV00379,CUST050,2024-02-11 00:00:00,2024-03-12 00:00:00,1080.84,0,1080.84
INV00380,CUST098,2024-09-10 00:00:00,2024-11-09 00:00:00,20956.21,0,20956.21
INV00381,CUST082,2025-10-11 00:00:00,2025-11-10 00:00:00,24379.92,0,24379.92
INV00382,CUST030,2023-12-02 00:00:00,2024-01-01 00:00:00,3818.76,954.69,2864.07
INV00383,CUST079,2024-02-03 00:00:00,2024-03-19 00:00:00,6171.14,4628.36,1542.78
INV00384,CUST091,2025-03-03 00:00:00,2025-04-02 00:00:00,21776.03,0,21776.03
INV00385,CUST051,2024-12-15 00:00:00,2025-01-29 00:00:00,23198.36,5799.59,17398.77
INV00386,CUST063,2023-02-20 00:00:00,2023-04-21 00:00:00,10780.87,2695.22,8085.65
INV00387,CUST098,2023-11-20 00:00:00,2024-01-19 00:00:00,1740.25,1740.25,0
INV00388,CUST052,2025-02-27 00:00:00,2025-04-13 00:00:00,1465.1,1465.1,0
INV00389,CUST038,2023-05-21 00:00:00,2023-07-20 00:00:00,14561.77,14561.77,0
INV00390,CUST097,2024-04-14 00:00:00,2024-05-14 00:00:00,10125.93,0,10125.93
INV00391,CUST088,2025-02-25 00:00:00,2025-03-27 00:00:00,1201.98,0,1201.98
INV00392,CUST079,2025-08-21 00:00:00,2025-09-20 00:00:00,14789.68,0,14789.68
INV00393,CUST030,2025-10-04 00:00:00,2025-12-03 00:00:00,776.91,0,776.91
INV00394,CUST119,2024-01-08 00:00:00,2024-02-07 00:00:00,19790.61,9895.3,9895.31
INV00395,CUST106,2024-05-08 00:00:00,2024-07-07 00:00:00,8007.6,6005.7,2001.9
INV00396,CUST051,2025-01-20 00:00:00,2025-02-19 00:00:00,1486.32,1486.32,0
INV00397,CUST081,2023-10-18 00:00:00,2023-12-02 00:00:00,14914.63,14914.63,0
INV00398,CUST005,2023-04-16 00:00:00,2023-06-15 00:00:00,10243.27,2560.82,7682.45
INV00399,CUST029,2024-10-31 00:00:00,2024-12-30 00:00:00,24358.11,12179.06,12179.05
INV00400,CUST004,2023-01-02 00:00:00,2023-02-01 00:00:00,13832.87,0,13832.87
INV00401,CUST010,2024-08-11 00:00:00,2024-10-10 00:00:00,7243.36,0,7243.36
INV00402,CUST056,2024-10-05 00:00:00,2024-12-04 00:00:00,17881.25,13410.94,4470.31
INV00403,CUST017,2023-03-31 00:00:00,2023-05-15 00:00:00,7151.55,0,7151.55
INV00404,CUST074,2023-12-16 00:00:00,2024-01-30 00:00:00,22653.96,5663.49,16990.47
INV00405,CUST017,2025-11-28 00:00:00,2025-12-28 00:00:00,9680.69,0,9680.69
INV00406,CUST084,2025-06-27 00:00:00,2025-08-11 00:00:00,13971.78,6985.89,6985.89
INV00407,CUST088,2023-06-08 00:00:00,2023-07-08 00:00:00,1739.04,1304.28,434.76
INV00408,CUST069,2025-08-16 00:00:00,2025-09-15 00:00:00,10939.97,0,10939.97
INV00409,CUST034,2023-11-08 00:00:00,2023-12-08 00:00:00,20892.91,20892.91,0
INV00410,CUST006,2024-03-20 00:00:00,2024-05-19 00:00:00,20238.4,0,20238.4
INV00411,CUST053,2023-10-25 00:00:00,2023-12-09 00:00:00,5995.8,1498.95,4496.85
INV00412,CUST066,2025-08-09 00:00:00,2025-09-08 00:00:00,6038.94,4529.2,1509.74
INV00413,CUST077,2023-02-05 00:00:00,2023-03-22 00:00:00,20523.98,10261.99,10261.99
INV00414,CUST107,2024-07-12 00:00:00,2024-08-11 00:00:00,23294.76,23294.76,0
INV00415,CUST043,2025-06-09 00:00:00,2025-07-24 00:00:00,2836.34,0,2836.34
INV00416,CUST112,2023-05-21 00:00:00,2023-07-05 00:00:00,11526.44,5763.22,5763.22
INV00417,CUST075,2025-06-05 00:00:00,2025-07-05 00:00:00,8767.63,4383.81,4383.82
INV00418,CUST115,2024-12-26 00:00:00,2025-02-24 00:00:00,21831.87,21831.87,0
INV00419,CUST111,2025-11-15 00:00:00,2025-12-30 00:00:00,2546.36,0,2546.36
INV00420,CUST023,2024-06-04 00:00:00,2024-08-03 00:00:00,5672.59,4254.44,1418.15
INV00421,CUST055,2023-01-10 00:00:00,2023-03-11 00:00:00,18935.47,9467.74,9467.73
INV00422,CUST080,2025-09-10 00:00:00,2025-10-10 00:00:00,1756.7,0,1756.7
INV00423,CUST095,2024-01-13 00:00:00,2024-02-12 00:00:00,12567.12,3141.78,9425.34
INV00424,CUST075,2024-11-12 00:00:00,2024-12-12 00:00:00,11331.62,0,11331.62
INV00425,CUST118,2024-08-06 00:00:00,2024-09-20 00:00:00,8692.83,4346.42,4346.41
INV00426,CUST016,2023-06-01 00:00:00,2023-07-01 00:00:00,10167.02,10167.02,0
INV00427,CUST008,2024-12-20 00:00:00,2025-01-19 00:00:00,13483.54,6741.77,6741.77
INV00428,CUST004,2025-12-08 00:00:00,2026-01-22 00:00:00,4453.5,2226.75,2226.75
INV00429,CUST104,2025-05-08 00:00:00,2025-06-22 00:00:00,14513.9,7256.95,7256.95
INV00430,CUST004,2023-02-19 00:00:00,2023-03-21 00:00:00,20233.09,0,20233.09
INV00431,CUST056,2024-10-25 00:00:00,2024-11-24 00:00:00,19123.94,0,19123.94
INV00432,CUST025,2024-06-14 00:00:00,2024-07-14 00:00:00,4270.55,1067.64,3202.91
INV00433,CUST067,2025-12-19 00:00:00,2026-01-18 00:00:00,4156.61,0,4156.61
INV00434,CUST096,2025-05-06 00:00:00,2025-07-05 00:00:00,7070.27,0,7070.27
INV00435,CUST067,2023-05-26 00:00:00,2023-07-25 00:00:00,9346.33,4673.16,4673.17
INV00436,CUST027,2025-07-03 00:00:00,2025-08-02 00:00:00,10507.16,0,10507.16
INV00437,CUST093,2025-09-19 00:00:00,2025-11-18 00:00:00,17152.58,0,17152.58
INV00438,CUST032,2023-08-30 00:00:00,2023-10-14 00:00:00,1888.67,472.17,1416.5
INV00439,CUST050,2024-08-03 00:00:00,2024-10-02 00:00:00,1349.48,0,1349.48
INV00440,CUST061,2024-11-17 00:00:00,2025-01-16 00:00:00,10101.81,10101.81,0
INV00441,CUST051,2024-04-27 00:00:00,2024-05-27 00:00:00,17580.51,17580.51,0
INV00442,CUST019,2024-11-03 00:00:00,2025-01-02 00:00:00,5239.17,3929.38,1309.79
INV00443,CUST021,2024-09-22 00:00:00,2024-11-21 00:00:00,16216.86,0,16216.86
INV00444,CUST005,2024-10-22 00:00:00,2024-12-21 00:00:00,6865.79,5149.34,1716.45
INV00445,CUST082,2024-10-23 00:00:00,2024-12-22 00:00:00,22209.11,22209.11,0
INV00446,CUST092,2025-03-15 00:00:00,2025-04-29 00:00:00,22444.4,16833.3,5611.1
INV00447,CUST042,2024-02-23 00:00:00,2024-03-24 00:00:00,7783.54,0,7783.54
INV00448,CUST061,2025-09-14 00:00:00,2025-10-14 00:00:00,6134.85,3067.42,3067.43
INV00449,CUST022,2024-10-11 00:00:00,2024-11-25 00:00:00,10576.95,10576.95,0
INV00450,CUST021,2025-08-26 00:00:00,2025-10-25 00:00:00,6393.02,3196.51,3196.51
INV00451,CUST070,2024-08-12 00:00:00,2024-09-26 00:00:00,16973.4,8486.7,8486.7
INV00452,CUST001,2024-05-23 00:00:00,2024-07-22 00:00:00,20738.58,5184.65,15553.93
INV00453,CUST005,2024-03-16 00:00:00,2024-04-30 00:00:00,16990.76,8495.38,8495.38
INV00454,CUST105,2025-07-09 00:00:00,2025-08-08 00:00:00,20696.59,0,20696.59
INV00455,CUST012,2025-02-08 00:00:00,2025-03-10 00:00:00,10226.31,5113.16,5113.15
INV00456,CUST090,2023-09-20 00:00:00,2023-10-20 00:00:00,4329.77,0,4329.77
INV00457,CUST046,2024-09-28 00:00:00,2024-11-27 00:00:00,18579.8,4644.95,13934.85
INV00458,CUST034,2024-04-03 00:00:00,2024-06-02 00:00:00,9331.63,0,9331.63
INV00459,CUST049,2025-09-25 00:00:00,2025-11-09 00:00:00,16946.14,8473.07,8473.07
INV00460,CUST078,2024-11-30 00:00:00,2025-01-14 00:00:00,7130.78,0,7130.78
INV00461,CUST090,2023-10-29 00:00:00,2023-11-28 00:00:00,2490.13,1245.06,1245.07
INV00462,CUST045,2024-07-07 00:00:00,2024-09-05 00:00:00,24818.25,18613.69,6204.56
INV00463,CUST027,2023-10-15 00:00:00,2023-11-29 00:00:00,4326.94,0,4326.94
INV00464,CUST073,2024-09-12 00:00:00,2024-11-11 00:00:00,24716.31,0,24716.31
INV00465,CUST026,2025-10-02 00:00:00,2025-12-01 00:00:00,24443.36,0,24443.36
INV00466,CUST047,2023-02-05 00:00:00,2023-03-07 00:00:00,19948.54,19948.54,0
INV00467,CUST086,2025-01-13 00:00:00,2025-02-12 00:00:00,16655.86,8327.93,8327.93
INV00468,CUST111,2023-12-19 00:00:00,2024-02-17 00:00:00,14656.27,3664.07,10992.2
INV00469,CUST056,2023-03-14 00:00:00,2023-05-13 00:00:00,21719.49,0,21719.49
INV00470,CUST094,2024-10-09 00:00:00,2024-12-08 00:00:00,7591.27,3795.64,3795.63
INV00471,CUST107,2025-12-29 00:00:00,2026-02-27 00:00:00,11958.19,11958.19,0
INV00472,CUST063,2024-02-29 00:00:00,2024-03-30 00:00:00,15675.05,15675.05,0
INV00473,CUST048,2025-09-25 00:00:00,2025-11-09 00:00:00,10574.17,5287.08,5287.09
INV00474,CUST061,2024-12-08 00:00:00,2025-01-07 00:00:00,10973.42,0,10973.42
INV00475,CUST081,2024-07-14 00:00:00,2024-08-28 00:00:00,8591.97,0,8591.97
INV00476,CUST026,2025-04-07 00:00:00,2025-06-06 00:00:00,14323.68,0,14323.68
INV00477,CUST036,2025-08-13 00:00:00,2025-09-27 00:00:00,21339.08,0,21339.08
INV00478,CUST001,2024-05-31 00:00:00,2024-06-30 00:00:00,5437.45,0,5437.45
INV00479,CUST008,2024-03-03 00:00:00,2024-04-02 00:00:00,23393.61,0,23393.61
INV00480,CUST113,2023-06-09 00:00:00,2023-08-08 00:00:00,17382.65,4345.66,13036.99
INV00481,CUST099,2023-05-29 00:00:00,2023-06-28 00:00:00,20670.19,20670.19,0
INV00482,CUST052,2025-02-14 00:00:00,2025-04-15 00:00:00,14126.67,7063.34,7063.33
INV00483,CUST079,2023-03-08 00:00:00,2023-04-07 00:00:00,19598.16,19598.16,0
INV00484,CUST047,2025-10-10 00:00:00,2025-11-09 00:00:00,896.91,672.68,224.23
INV00485,CUST056,2024-01-16 00:00:00,2024-03-16 00:00:00,20550.32,0,20550.32
INV00486,CUST086,2023-02-27 00:00:00,2023-04-13 00:00:00,1483.4,1112.55,370.85
INV00487,CUST014,2023-12-08 00:00:00,2024-01-07 00:00:00,22302.88,0,22302.88
INV00488,CUST090,2024-12-27 00:00:00,2025-02-10 00:00:00,24803.09,12401.54,12401.55
INV00489,CUST028,2025-02-08 00:00:00,2025-03-10 00:00:00,7704.65,0,7704.65
INV00490,CUST087,2024-09-05 00:00:00,2024-10-05 00:00:00,5652.8,5652.8,0
INV00491,CUST078,2023-12-20 00:00:00,2024-01-19 00:00:00,19251.4,0,19251.4
INV00492,CUST088,2023-04-26 00:00:00,2023-05-26 00:00:00,6699.15,0,6699.15
INV00493,CUST002,2024-10-23 00:00:00,2024-12-07 00:00:00,21706.28,21706.28,0
INV00494,CUST109,2024-03-28 00:00:00,2024-05-12 00:00:00,3019.64,0,3019.64
INV00495,CUST026,2023-10-14 00:00:00,2023-11-13 00:00:00,3585.9,1792.95,1792.95
INV00496,CUST014,2025-10-13 00:00:00,2025-11-12 00:00:00,24489.21,18366.91,6122.3
INV00497,CUST059,2023-11-07 00:00:00,2023-12-22 00:00:00,17009.05,17009.05,0
INV00498,CUST056,2023-07-27 00:00:00,2023-09-25 00:00:00,21248.74,21248.74,0
INV00499,CUST115,2024-09-09 00:00:00,2024-11-08 00:00:00,8446.07,8446.07,0
INV00500,CUST007,2024-03-21 00:00:00,2024-05-05 00:00:00,17073.85,0,17073.85
INV00501,CUST003,2024-10-31 00:00:00,2024-11-30 00:00:00,15058.92,15058.92,0
INV00502,CUST111,2024-09-24 00:00:00,2024-10-24 00:00:00,15277.18,7638.59,7638.59
INV00503,CUST023,2023-02-24 00:00:00,2023-04-25 00:00:00,17222.05,8611.02,8611.03
INV00504,CUST110,2025-06-30 00:00:00,2025-08-29 00:00:00,14596.3,0,14596.3
INV00505,CUST107,2025-11-01 00:00:00,2025-12-16 00:00:00,11012.03,5506.02,5506.01
INV00506,CUST111,2024-10-18 00:00:00,2024-12-17 00:00:00,7260.11,7260.11,0
INV00507,CUST109,2025-09-06 00:00:00,2025-10-21 00:00:00,19330.24,19330.24,0
INV00508,CUST018,2024-05-29 00:00:00,2024-07-28 00:00:00,6043.67,1510.92,4532.75
INV00509,CUST038,2023-08-25 00:00:00,2023-10-24 00:00:00,17462.68,0,17462.68
INV00510,CUST099,2023-12-14 00:00:00,2024-02-12 00:00:00,6216.65,1554.16,4662.49
INV00511,CUST115,2024-09-18 00:00:00,2024-10-18 00:00:00,15820.59,15820.59,0
INV00512,CUST015,2024-09-21 00:00:00,2024-10-21 00:00:00,18803.42,14102.56,4700.86
INV00513,CUST064,2023-12-30 00:00:00,2024-01-29 00:00:00,5858.49,1464.62,4393.87
INV00514,CUST089,2023-11-17 00:00:00,2024-01-16 00:00:00,1968.61,0,1968.61
INV00515,CUST119,2023-10-13 00:00:00,2023-11-27 00:00:00,3708.86,927.22,2781.64
INV00516,CUST101,2023-05-29 00:00:00,2023-07-13 00:00:00,15346.93,3836.73,11510.2
INV00517,CUST028,2024-02-10 00:00:00,2024-03-26 00:00:00,21311.44,21311.44,0
INV00518,CUST074,2025-09-04 00:00:00,2025-10-19 00:00:00,1602.42,801.21,801.21
INV00519,CUST039,2024-03-31 00:00:00,2024-04-30 00:00:00,18486.71,0,18486.71
INV00520,CUST057,2025-03-10 00:00:00,2025-04-09 00:00:00,8862.31,4431.16,4431.15
INV00521,CUST017,2025-10-09 00:00:00,2025-12-08 00:00:00,12223.95,0,12223.95
INV00522,CUST103,2025-02-22 00:00:00,2025-04-23 00:00:00,23257.06,23257.06,0
INV00523,CUST086,2024-04-04 00:00:00,2024-05-19 00:00:00,8633.3,2158.32,6474.98
INV00524,CUST090,2025-01-07 00:00:00,2025-02-06 00:00:00,11900.75,2975.19,8925.56
INV00525,CUST044,2024-05-23 00:00:00,2024-07-07 00:00:00,835.22,208.8,626.42
INV00526,CUST025,2024-04-25 00:00:00,2024-06-24 00:00:00,2499.17,1249.58,1249.59
INV00527,CUST017,2023-04-24 00:00:00,2023-06-23 00:00:00,6835.49,3417.74,3417.75
INV00528,CUST013,2025-01-18 00:00:00,2025-03-04 00:00:00,1182.38,886.79,295.59
INV00529,CUST084,2023-12-27 00:00:00,2024-02-25 00:00:00,15968.7,0,15968.7
INV00530,CUST025,2023-12-07 00:00:00,2024-01-21 00:00:00,10946.76,0,10946.76
INV00531,CUST068,2025-02-08 00:00:00,2025-03-10 00:00:00,13929.56,0,13929.56
INV00532,CUST010,2025-01-30 00:00:00,2025-03-16 00:00:00,4778.86,2389.43,2389.43
INV00533,CUST067,2025-08-26 00:00:00,2025-09-25 00:00:00,7750.33,0,7750.33
INV00534,CUST105,2024-03-24 00:00:00,2024-04-23 00:00:00,16763.7,8381.85,8381.85
INV00535,CUST109,2025-04-14 00:00:00,2025-06-13 00:00:00,24149.92,24149.92,0
INV00536,CUST018,2023-11-07 00:00:00,2024-01-06 00:00:00,1735.21,1735.21,0
INV00537,CUST111,2023-09-19 00:00:00,2023-11-18 00:00:00,22314.42,5578.6,16735.82
INV00538,CUST100,2024-02-10 00:00:00,2024-03-26 00:00:00,14633.59,3658.4,10975.19
INV00539,CUST111,2023-05-23 00:00:00,2023-07-07 00:00:00,14316.03,0,14316.03
INV00540,CUST086,2023-12-08 00:00:00,2024-02-06 00:00:00,12756.82,6378.41,6378.41
INV00541,CUST034,2023-09-01 00:00:00,2023-10-16 00:00:00,2200.16,2200.16,0
INV00542,CUST111,2024-05-04 00:00:00,2024-07-03 00:00:00,2701.98,0,2701.98
INV00543,CUST008,2023-01-12 00:00:00,2023-02-26 00:00:00,15222.34,3805.58,11416.76
INV00544,CUST040,2024-07-14 00:00:00,2024-08-13 00:00:00,8853.49,8853.49,0
INV00545,CUST113,2023-02-11 00:00:00,2023-03-13 00:00:00,22973.07,22973.07,0
INV00546,CUST108,2024-11-08 00:00:00,2025-01-07 00:00:00,10461.47,0,10461.47
INV00547,CUST083,2024-08-16 00:00:00,2024-09-30 00:00:00,4010.4,2005.2,2005.2
INV00548,CUST042,2023-05-14 00:00:00,2023-06-28 00:00:00,18010.61,0,18010.61
INV00549,CUST041,2025-12-26 00:00:00,2026-01-25 00:00:00,7687.16,0,7687.16
INV00550,CUST101,2025-10-27 00:00:00,2025-11-26 00:00:00,13374.02,13374.02,0
INV00551,CUST006,2025-08-05 00:00:00,2025-10-04 00:00:00,17596.9,17596.9,0
INV00552,CUST052,2023-03-14 00:00:00,2023-04-13 00:00:00,22556.47,16917.35,5639.12
INV00553,CUST026,2024-02-03 00:00:00,2024-04-03 00:00:00,19908.68,0,19908.68
INV00554,CUST064,2024-07-31 00:00:00,2024-08-30 00:00:00,17070.85,17070.85,0
INV00555,CUST098,2025-05-08 00:00:00,2025-06-07 00:00:00,17151.01,4287.75,12863.26
INV00556,CUST059,2023-05-10 00:00:00,2023-06-24 00:00:00,23675.15,0,23675.15
INV00557,CUST056,2025-07-19 00:00:00,2025-08-18 00:00:00,7747.69,3873.84,3873.85
INV00558,CUST059,2023-09-23 00:00:00,2023-10-23 00:00:00,527.25,0,527.25
INV00559,CUST109,2025-03-03 00:00:00,2025-05-02 00:00:00,7162.89,5372.17,1790.72
INV00560,CUST070,2023-09-10 00:00:00,2023-10-10 00:00:00,5838.34,2919.17,2919.17
INV00561,CUST101,2025-04-01 00:00:00,2025-05-31 00:00:00,16714.95,0,16714.95
INV00562,CUST033,2023-06-13 00:00:00,2023-07-13 00:00:00,16025.93,0,16025.93
INV00563,CUST053,2023-04-05 00:00:00,2023-05-05 00:00:00,15039.8,0,15039.8
INV00564,CUST022,2025-04-12 00:00:00,2025-06-11 00:00:00,897.96,0,897.96
INV00565,CUST021,2023-12-02 00:00:00,2024-01-16 00:00:00,18355.06,9177.53,9177.53
